,time,open,high,low,close,bid,ask,action,P/L,Total profit
4753,2022-03-11 16:30:00,0.73224,0.73274,0.7321,0.73214,0.73224,0.73225,hold,0,-0.025830000000000394
4754,2022-03-11 16:45:00,0.7321,0.73254,0.732,0.73222,0.7321,0.73211,hold,0,-0.025830000000000394
4755,2022-03-11 17:00:00,0.73221,0.73284,0.73165,0.73259,0.73221,0.73228,short,0,-0.025830000000000394
4756,2022-03-11 17:15:00,0.7326,0.73288,0.73242,0.73257,0.7326,0.7326,hold,-0.00018000000000009103,-0.025830000000000394
4757,2022-03-11 17:30:00,0.73254,0.73318,0.73236,0.73249,0.73254,0.73254,hold,-0.00010000000000001102,-0.025830000000000394
4758,2022-03-11 17:45:00,0.73249,0.73291,0.73184,0.73199,0.73249,0.7325,hold,0.00039999999999993394,-0.025830000000000394
4759,2022-03-11 18:00:00,0.73203,0.73208,0.7311,0.73132,0.73203,0.73203,hold,0.0010699999999999933,-0.025830000000000394
4760,2022-03-11 18:15:00,0.73133,0.73158,0.73056,0.73078,0.73133,0.73134,hold,0.0016099999999999782,-0.025830000000000394
4761,2022-03-11 18:30:00,0.73079,0.73096,0.7303,0.73066,0.73079,0.73079,hold,0.0017299999999999872,-0.025830000000000394
4762,2022-03-11 18:45:00,0.73069,0.73104,0.73044,0.73076,0.73069,0.73071,hold,0.0016299999999999982,-0.025830000000000394
4763,2022-03-11 19:00:00,0.73076,0.73095,0.7304,0.73072,0.73076,0.73077,hold,0.0016699999999999272,-0.025830000000000394
4764,2022-03-11 19:15:00,0.73073,0.73076,0.73026,0.73035,0.73073,0.73073,short_buy,0.002,-0.023830000000000393
